--------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | IMPORTE
12567028    | ECHEVARRIA                | RICHARD ENRIQUE           |             0,00
12567031    | UNTIVEROS                 | GUILLERMO ANTONIO         |             0,00
12567032    | CONDORI                   | CESAR FERNANDO            |             0,00
12567033    | GONZALES                  | ANDRES                    |             0,00
12567034    | DAVILA                    | SUSANA MAGDALENA          |             0,00
12567037    | ZUTA                      | CAROLA KARINA             |             0,00
12567039    | PLACENCIA                 | JUSTINIANO NICANOR        |             0,00
12567041    | SADOWSKY                  | MICHELLE CHRISTINE        |             0,00
12567042    | CORONEL                   | YASMINE ALEXIS            |             0,00
12567043    | PINEDA                    | AURELIO SEGUNDINO         |             0,00
12567044    | PACCHIONI                 | ROXANA CONSUELO           |             0,00
12567045    | ROMERO DE RIOS            | CARLOS ALBERTO            |             0,00
12567046    | ALEGRE                    | LUCY ELENA                |             0,00
12567047    | LOARTE                    | LUCINDA MARGOT            |             0,00
12567050    | BENAVENTE                 | BLANCA IRIS               |             0,00
12567052    | DAVILA                    | FIORELLA SUZANNE          |             0,00
12567054    | NEIRA                     | JOSE FREDDY               |             0,00
12567055    | SALAS                     | MANUEL HERNAN             |             0,00
12567056    | CAPUCHO                   | YESSICA                   |             0,00
12567061    | CAHUA                     | JHONNY BEJER              |             0,00
12567066    | VARGAS                    | CAROLINE                  |             0,00
12567067    | ZARATE                    | PERCY ESTUARDO            |             0,00
12567068    | CASTRO                    | ISELA LILIANA             |             0,00
12567069    | ESPINOZA                  | CIRILO ALFONSO            |             0,00
12567070    | GIRON                     | NORMAN BRUCE              |             0,00
12567071    | VARA                      | ALDO JOSE                 |             0,00
12567073    | VARGAS                    | MARIA LAURA               |             0,00
12567074    | CASTAÑEDA                 | RAUL ABSALON              |             0,00
12567075    | TRAGODARA                 | ALEXIA                    |             0,00
12567076    | LEYVA                     | NICOLAS MARIANO           |             0,00
12567079    | NUÑEZ                     | KAREN ROSSE               |             0,00
12567080    | BURNEO                    | RICARDO ALEX              |             0,00
12567081    | DELLY                     | VICTOR                    |             0,00
12567082    | NUÑEZ                     | JOHANA LUCILA             |             0,00
12567085    | MONTALVO                  | DAVID GABRIEL             |             0,00
12567087    | SALAS                     | JUAN CARLOS               |             0,00
12567089    | SOTO                      | GISSET MARGARITA          |             0,00
12567090    | CASTILLO                  | DIEGO REYNALDO            |             0,00
12567091    | RUIZ                      | RICARDO ALFONZO           |             0,00
12567092    | ARCE                      | ANILU IRMA                |             0,00
12567093    | TRILLO                    | BRUNO RENATO              |             0,00
12567094    | GARDELLA                  | JHONNATHAN GIOVANNI       |             0,00
12567095    | SALAZAR                   | AMAIA                     |             0,00
12567098    | LOSTAUNAU                 | ALEJANDRA GUADALUPE       |             0,00
12567100    | CHAVEZ                    | CARLOS ALBERTO            |             0,00
12567102    | ALARCON                   | CRISTINA GLADYS           |             0,00
12567103    | SOTELO                    | JOSE ANTONIO              |             0,00
12567104    | NAPURI                    | JOSHUA LEONARDO           |             0,00
12567109    | ONSIHUAY                  | MEDALIT REBECA            |             0,00
12567114    | LEON                      | MARIA RITA                |             0,00
12567115    | PENAGOS                   | GESELLE                   |             0,00
12567116    | FARFAN                    | VIVIANA VANESSA           |             0,00
12567117    | VIDALON                   | GIANCARLOS ARTURO         |             0,00
12567118    | LA SERNA                  | MARISCELA ISABEL          |             0,00
12567119    | SOTOMAYOR                 | RAUL FELIPE               |             0,00
12567121    | TORRES                    | VICTOR MANUEL             |             0,00
12567122    | GALINDO                   | MICHELLE CHRISTINE        |             0,00
12567123    | VARGAS                    | FLOR DE MARIA             |             0,00
12567124    | RODRIGUEZ                 | IVONNE MADELEINE          |             0,00
12567127    | TOMATIS                   | LUCIA                     |             0,00
12567128    | PERROTTA                  | ENA                       |             0,00
12567129    | VILLA GARCIA              | FIORELLA DEL PILAR        |             0,00
12567130    | MATEO                     | JIMMY ALEXANDER           |             0,00
12567133    | MALPARTIDA DE CAÑOTE      | RICHARD TITO              |             0,00
12567135    | OLIVRY                    | CLARA                     |             0,00
12567137    | MARINA                    | JUAN CARLOS               |             0,00
12567138    | JALLO DE AYALA            | RAMON ALBANO              |             0,00
12567139    | SALAS                     | THOMAS JOSE               |             0,00
12567140    | CERVANTES                 | JORGE LUIS                |             0,00
12567141    | SEMINARIO                 | LUIS ENRIQUE              |             0,00
12567142    | FERNANDEZ DE GARRATT      | LEONOR DORIS              |             0,00
12567143    | NICHO                     | LUIGI ANTONINO            |             0,00
12567146    | CASTILLO                  | MACARENA                  |             0,00
12567148    | ALARCON                   | MILUSKA STEPHANY          |             0,00
12567150    | DIEZ                      | LIZ                       |             0,00
12567151    | ESPINOZA                  | BETTY GENARA              |             0,00
12567152    | SALAS                     | GLADYS BERNARDA           |             0,00
12567157    | RAZZETO                   | SAMY ADAM                 |             0,00
12567162    | CONCHA                    | RICARDO ALEX              |             0,00
12567163    | DELGADO                   | RICHARD TITO              |             0,00
12567164    | GUEVARA                   | ANDRES DAVID              |             0,00
12567165    | PEREZ                     | MARIA LUISA               |             0,00
12567166    | PACHAS                    | VERONICA ELIZABETH        |             0,00
12567167    | VILELA                    | YAN PIERRE                |             0,00
12567169    | PEREA                     | ANA MARIA DEL ROSARIO     |             0,00
12567170    | CAVALLINI                 | MARY-ANN                  |             0,00
12567171    | DELGADO DE SANCHEZ        | DESIREE F                 |             0,00
12567172    | PLASENCIA                 | JOSE LUIS                 |             0,00
12567175    | SIVINCHA                  | LILIAN SUSANA             |             0,00
12567176    | CALLE                     | MARIA DEL CARMEN          |             0,00
12567177    | SANCHEZ                   | DAVID GABRIEL             |             0,00
12567178    | DECENA                    | FLOR VERONICA             |             0,00
12567181    | IZQUIERDO                 | JOSE MANUEL               |             0,00
12567183    | REICHARDT                 | CESAR MANUEL              |             0,00
12567185    | QUEZADA                   | JULIO GIANCARLO           |             0,00
12567186    | CASTILLON                 | CINTHYA GRISELL           |             0,00
12567187    | SANCHEZ                   | ERIKA                     |             0,00
12567188    | JARA                      | EDUARDO XAVIER            |             0,00
12567189    | MORON                     | JESUS FELIPE              |             0,00
12567190    | BARREDA                   | JOSE ORLANDO              |             0,00
12567191    | CASTRO                    | PABLO                     |             0,00
12567194    | CHICCHON                  | ZENON                     |             0,00
12567196    | DE ROJAS                  | KARLA ANGELA              |             0,00
12567198    | BORJAS                    | JULIO MAXIMO              |             0,00
12567199    | VARGAS                    | LUIS HERNAN               |             0,00
12567200    | GIRON                     | VANESSA SAMANTA           |             0,00
12567205    | TALAVERA                  | HUMBERTO GIANCARLO        |             0,00
12567210    | GUTARRA                   | MELISSA                   |             0,00
12567211    | PORRAS                    | CESAR EDWIND              |             0,00
12567212    | BARRIGA                   | ALFREDO EMILIO            |             0,00
12567213    | URQUIETA                  | JOSET JESUS               |             0,00
12567214    | LEN                       | MARIA LOURDES             |             0,00
12567215    | NUÑEZ                     | JOHN VIRGILIO             |             0,00
12567217    | RAYGADA                   | MATTHIAS IGNACIO          |             0,00
12567218    | OTOYA                     | MARIA PIA                 |             0,00
12567219    | SEQUEIROS                 | MARIA ELIZABETH           |             0,00
12567220    | BENDEZU                   | DANIEL ROBERTO            |             0,00
12567223    | CAMONES                   | KATTY SUSANA              |             0,00
12567224    | CHUNG                     | ROSANGELA VERONICA        |             0,00
12567225    | PAJUELO                   | MARIA ELENA               |             0,00
12567226    | CHAVEZ                    | SONIA                     |             0,00
12567229    | CHAVEZ                    | JAVIER FRANCISCO          |             0,00
12567231    | SOTELO                    | DENISE HAYDEE             |             0,00
12567233    | SANCHEZ                   | HAYDEE ROSARIO            |             0,00
12567234    | HUAMAN                    | HUGO ANDRES               |             0,00
12567235    | ORE                       | KARINA ELIZABETH          |             0,00
12567236    | MONTEZA                   | MARIA FRANCISCA           |             0,00
12567237    | RODRIGUEZ                 | PEDRO MIGUEL GUSTAVO      |             0,00
12567238    | GAMARRA                   | YONNY SANTIAGO            |             0,00
12567239    | TORRES                    | MIRIAM MARUXA             |             0,00
12567242    | OSCANOA                   | OLIVER FRITZ              |             0,00
12567244    | GOMEZ                     | FRANK IRVING              |             0,00
12567246    | LLANOS                    | JOSET JESUS               |             0,00
12567247    | LLANOS                    | RICARDO ARTURO            |             0,00
12567248    | ALARCON                   | THIAGO                    |             0,00
12567253    | SEGURA                    | JOSE ANTONIO              |             0,00
12567258    | CLEMENTE                  | TERESA                    |             0,00
12567259    | LIMA                      | ESTHER MARICEL            |             0,00
12567260    | MOSLEY                    | JULIO MAXIMO              |             0,00
12567261    | ZEVALLOS                  | LILIANA CATALINA          |             0,00
12567262    | GODINEZ                   | CRISTHIAN                 |             0,00
12567263    | SAM-VARGAS                | JULIA                     |             0,00
12567265    | RAFAEL                    | GIANELLA                  |             0,00
12567266    | ANGELES                   | BRIEL KAELA               |             0,00
12567267    | REYES                     | KATHERINE LYNN            |             0,00
12567268    | QUISPE                    | MARGORIE DEL CARMEN       |             0,00
12567271    | REYES                     | LEONOR AURORA             |             0,00
12567272    | CAMPOS                    | MARIA DE JESUS            |             0,00
12567273    | VALLE                     | CARLOS ANDRES             |             0,00
12567274    | PIÑA                      | RICARDO                   |             0,00
12567277    | VARGAS                    | KAREN ANGELICA            |             0,00
12567279    | GONZALEZ                  | TIMOTEO                   |             0,00
12567281    | SAUSA                     | SUSAN CATHERINE           |             0,00
12567282    | ROJAS                     | LUCAS                     |             0,00
12567283    | RUIDIAZ                   | LIZET                     |             0,00
12567284    | CRUZADO                   | LIBIA HIDEKO              |             0,00
12567285    | RIVERO                    | ANA                       |             0,00
12567286    | SOTO                      | GINA PAOLA                |             0,00
12567287    | TAFUR                     | YOLANDA                   |             0,00
12567290    | LISE                      | ARMANDO ALFREDO           |             0,00
12567292    | VELASQUEZ                 | MARY-ANN                  |             0,00
12567294    | LESCANO                   | ROSA CLOTILDE             |             0,00
12567295    | RAMIREZ                   | VICKY DESSIRRE            |             0,00
12567296    | PEÑA                      | GLADYS                    |             0,00
12567301    | LUCANA                    | PIERO THOMAS              |             0,00
12567306    | BARRIENTOS                | BENITA                    |             0,00
12567307    | HERNANDEZ                 | JOSE ORLANDO              |             0,00
12567308    | HINOJOSA                  | MARIANA                   |             0,00
12567309    | MANRIQUE                  | AIDEE ESPERANZA           |             0,00
12567310    | MONTIEL                   | EMERITA                   |             0,00
12567311    | OSORIO                    | JAVIER MIGUEL             |             0,00
12567313    | VELASQUEZ                 | PIERRE ANDRE              |             0,00
12567314    | AMPUERO                   | VICKY DESSIRRE            |             0,00
12567315    | PORTUGAL                  | JANNY EVELYN              |             0,00
12567316    | HUAMAN                    | LELIA                     |             0,00
12567319    | LEZCANO                   | DOMINIK ALEJANDRO         |             0,00
12567320    | GARCIA                    | CARLOS ANDRES             |             0,00
12567321    | SIPION                    | YVONNE VIVIENNE           |             0,00
12567322    | BERRY                     | ALDA LUISA                |             0,00
12567325    | ORE                       | ELSA CARMELA              |             0,00
12567327    | RODRIGUEZ                 | CAROLINA ROSA             |             0,00
12567329    | RIOS                      | JESSICA PAOLA             |             0,00
12567330    | AGUEDA                    | CHRISTINA DIANA           |             0,00
12567331    | ARAUJO                    | JOSE MIGUEL               |             0,00
12567332    | CARRASCO                  | MARILIA                   |             0,00
12567333    | GABE                      | MANUEL JESUS              |             0,00
12567334    | GONZALES                  | VICTORIA                  |             0,00
12567335    | OCAÑA                     | JHON POOL                 |             0,00
12567338    | VILA                      | JORGE AUGUSTO             |             0,00
12567340    | REYES                     | FRANK IRVING              |             0,00
12567342    | AQUINO                    | CRISTIAN                  |             0,00
12567343    | RAMOS                     | LUIS HUMBERTO             |             0,00
12567344    | ARBIZA                    | DENISE HAYDEE             |             0,00
12567349    | RUIZ                      | DEISI KARINA              |             0,00
12567354    | MUNIVE                    | JUAN ROBERTO              |             0,00
12567355    | UBIDIA                    | ALDA LUISA                |             0,00
12567356    | ARANGO                    | DAVID ANGELO              |             0,00
12567357    | GRILL                     | LUISA EULALIA             |             0,00
12567358    | OLIVERA                   | HERMANN EDUARDO           |             0,00
12567359    | RAMIREZ                   | JULIO GIANCARLO           |             0,00
12567361    | ROMERO                    | MERCEDES CAROL            |             0,00
12567362    | BUSTINZA                  | ZANDALE PRISCILA          |             0,00
12567363    | LOPEZ                     | CARMEN PATRICIA           |             0,00
12567364    | ARIAS                     | CAROLINE                  |             0,00
12567367    | ASTUDILLO                 | PEDRO ALFONSO             |             0,00
12567368    | CABALLERO                 | YESSICA                   |             0,00
12567369    | REYMUNDO                  | ULADISLAO                 |             0,00
12567370    | HORNA                     | FABRIZIO ALEJANDRO        |             0,00
12567373    | PAREDES                   | JUAN ANTONIO JEFFERS      |             0,00
12567375    | LOAYZA                    | RAUL ABSALON              |             0,00
12567377    | CRUZ                      | CARLOS                    |             0,00
12567378    | LEAMAN                    | ALEXIA                    |             0,00
12567379    | STOPP                     | NICOLAS MARIANO           |             0,00
12567380    | ECHEVARRIA                | WILFREDO SEBASTIAN        |             0,00
12567381    | GRANZA                    | ANN CATHERINE             |             0,00
12567382    | CANDELA DE GUZMAN         | AGATHA LIZ                |             0,00
12567383    | MALPARTIDA                | LUIS ENRIQUE              |             0,00
12567386    | ANGELES                   | GABRIELA LEONOR           |             0,00
12567388    | LEON                      | MARIA LUZ                 |             0,00
12567390    | BENAVIDES                 | MIGUEL ANGEL              |             0,00
12567391    | HUAMANI                   | ROMULO JORGE              |             0,00
12567392    | LOYOLA                    | CELICA TRINIDAD           |             0,00
12567397    | LANAZCA                   | DIEGO REYNALDO            |             0,00
12567402    | AGUERO                    | GLADYS HORTENCIA          |             0,00
12567403    | MEJIA DE JIMENEZ          | RICARDO ALFONZO           |             0,00
12567404    | KILCOYNE                  | GINA PAOLA                |             0,00
12567405    | PRADO                     | LUIS HUMBERTO             |             0,00
12567406    | PANAQUE                   | EDWARD JHONATTAN          |             0,00
12567407    | SAHOO                     | JESUS FELIPE              |             0,00
12567409    | RIVERA                    | MILUSKA STEPHANY          |             0,00
12567410    | PAREDES                   | MILAGROS GISELLE          |             0,00
12567411    | RODRIGUEZ                 | BRITNEY                   |             0,00
12567412    | CHAPILLIQUEN              | JUAN CARLOS               |             0,00
12567415    | LUNA                      | EDILBERTO                 |             0,00
12567416    | CAMARENA                  | STEFANO                   |             0,00
12567417    | GORDILLO                  | JHONY WILLIAM             |             0,00
12567418    | LEONARDO                  | JOSE MANUEL               |             0,00
12567421    | TOLEDO                    | JEAN PIERRE               |             0,00
12567423    | MAOKI                     | ANDRES                    |             0,00
12567425    | POTTER                    | ANDDY JORDAN              |             0,00
12567426    | HERRERA                   | HENRY IVAN STEWARD        |             0,00
12567427    | RAMOS                     | MILAGROS VANESSA          |             0,00
12567428    | CHIA                      | VICTOR                    |             0,00
12567429    | LOAYZA                    | YORYI VILMA               |             0,00
12567430    | BENAVIDES                 | JUAN ARCADIO              |             0,00
12567431    | SOSA                      | CARLOS MANUEL             |             0,00
12567434    | GARCIA                    | PERCY AGUSTIN             |             0,00
12567436    | CORTES                    | ROXANA ARACELI            |             0,00
12567438    | GARCIA                    | MARJORIE LAURA            |             0,00
12567439    | GUADIAMOS                 | MARTIN ENRIQUE            |             0,00
12567440    | GUTIERREZ                 | SHIRLEY                   |             0,00
12567445    | VASQUEZ                   | ELIZABETH TEOFILA         |             0,00
12567450    | NEIRA                     | LOGAN PAREDES             |             0,00
12567451    | SALAS                     | MILTON ANGELO             |             0,00
12567452    | DIAZ DE CARCAMO           | ZOILA SOLEDAD             |             0,00
12567453    | GODOY                     | DARLING SOFIA             |             0,00
12567454    | PEREZ                     | RAUL ANGEL JOSE           |             0,00
12567455    | WINDER                    | LOGAN PAREDES             |             0,00
12567457    | ESPINO                    | SANDRA FRANCESCA          |             0,00
12567458    | ACEVEDO                   | SADIALY PAOLA             |             0,00
12567459    | CONGORA                   | ANA                       |             0,00
12567460    | ESPEJO                    | MARIO                     |             0,00
12567463    | PULIDO                    | MARISSEL ALICIA           |             0,00
12567464    | ROSAS                     | ANDRES EDUARDO            |             0,00
12567465    | VELAOCHAGA                | CARLOS RAUL               |             0,00
